hromada_code,hromada_name,oblast_name,raion_name,type,lat_center,lon_center,n_settlements,square,total_popultaion_2022,urban_pct,mountain_hromada,near_seas,distance_to_russia_belarus,distance_to_eu,sum_osbb_2020,train_station,occipied_before_2022,war_zone_10_10_2022,distance_to_frontline_km,currently_occupied,frontline_as_of_date,oblast_attack_events_last8wk,oblast_attack_events_since_2025,attacks_as_of_week,documented_powerplant_damage_score,documented_powerplant_damage_basis,documented_powerplant_facilities,oblast_documented_facilities,frontline_occupation_flag,outage_strike_component_norm,outage_risk_proxy
UA23060110000049870,Кушугумська,Запорізька,Запорізький,селищна,47.71671,35.20981,3,216.2,16938,1,NA,NA,195.373588261816,492.109314946207,NA,0,0,1,18.7,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060130000058533,Матвіївська,Запорізька,Запорізький,сільська,47.905201,35.301819,12,153.6,6767,0.165065760307374,NA,NA,208.357815003731,509.66980540922,NA,0,0,1,36.6,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060150000085288,Михайлівська,Запорізька,Запорізький,сільська,47.951923,35.253956,15,164.1,6317,0,NA,NA,214.393597321621,509.731922288551,NA,0,0,0,42.2,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060170000046208,Михайло-Лукашівська,Запорізька,Запорізький,сільська,47.958382,35.591595,26,368,5370,0,NA,NA,196.050124239724,530.839507084636,NA,0,0,0,44.6,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060190000080843,Новомиколаївська,Запорізька,Запорізький,селищна,47.97146,35.89886,54,659.3,11045,0.451154368492531,NA,NA,181.169637747066,550.580618311864,20,0,0,1,31.9,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060210000064233,Новоолександрівська,Запорізька,Запорізький,сільська,47.751041,35.36739,7,142.8,4791,0,NA,NA,194.107139533366,503.996419522713,NA,0,0,1,19.1,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060230000071243,Павлівська,Запорізька,Запорізький,сільська,47.946049,35.463181,21,169.8,4563,0,NA,NA,202.110943663998,522.154908709964,NA,0,0,0,41.3,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060250000058722,Петро-Михайлівська,Запорізька,Запорізький,сільська,48.060032,35.229721,18,278.4,4838,0,NA,NA,223.518129606907,515.341908449341,NA,0,0,0,54.3,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060270000087706,Степненська,Запорізька,Запорізький,сільська,47.79911,35.305592,8,94.6,5354,0,NA,NA,200.979902342513,503.212904796886,1,0,0,1,24.8,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060290000024046,Таврійська,Запорізька,Запорізький,сільська,47.652512,35.69733,3,184.1,4113,0,NA,NA,167.756879764845,518.876384582314,NA,0,0,1,15.9,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23060310000081443,Тернуватська,Запорізька,Запорізький,селищна,47.82932,36.12682,16,257,3524,0.354710556186152,NA,NA,158.007129073085,556.53137607105,NA,1,0,0,9.1,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23060330000027462,Широківська,Запорізька,Запорізький,сільська,47.910351,34.901161,35,477.4,12962,0,NA,NA,206.248745336376,485.791947434862,5,0,0,1,47.8,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23080010000036379,Веселівська,Запорізька,Мелітопольський,селищна,47.0179164,34.9211323,11,567.4,13468,0.693495693495694,NA,NA,115.175086699382,433.109335278107,58,0,0,1,41.5,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080030000064349,Кирилівська,Запорізька,Мелітопольський,селищна,46.3717985,35.3696143,8,662.1,6510,0.524731182795699,NA,1,65.3505180013731,437.165359481685,NA,0,0,1,0.6,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080050000095009,Костянтинівська,Запорізька,Мелітопольський,сільська,46.833878,35.425159,2,230.3,14178,0,NA,NA,112.235729113905,458.855943947987,NA,0,0,1,37.5,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080070000068953,Мелітопольська,Запорізька,Мелітопольський,міська,46.8467267,35.3827281,1,49.7,148851,1,NA,NA,111.775926379611,456.455447300824,84,1,0,1,44.4,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080090000051553,Мирненська,Запорізька,Мелітопольський,селищна,46.9464984,35.4405448,9,196.3,5374,0.532005954596204,NA,NA,123.549456636043,464.972994353325,NA,0,0,1,45.4,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080110000020314,Новенська,Запорізька,Мелітопольський,сільська,46.785141,35.28067,12,252,4958,0,NA,NA,101.931456422508,446.615092158733,2,0,0,1,37.8,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080130000083188,Новобогданівська,Запорізька,Мелітопольський,сільська,47.085339,35.328941,6,198.4,4900,0,NA,NA,133.423161962043,464.001875103395,NA,0,0,1,41.1,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080150000073640,Нововасилівська,Запорізька,Мелітопольський,селищна,46.834721,35.749512,20,723.1,7485,0.291649966599866,NA,1,122.561395513467,481.703602572081,NA,0,0,1,23.7,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080170000033256,Новоуспенівська,Запорізька,Мелітопольський,сільська,47.050869,35.034115,9,296.2,3411,0,NA,NA,122.079695194786,442.39180161831,NA,0,0,1,37.9,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080190000065134,Олександрівська,Запорізька,Мелітопольський,сільська,46.538078,35.483089,14,639.5,6018,0,NA,1,85.1883566806321,451.166832705747,NA,0,0,1,9.2,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080210000060255,Плодородненська,Запорізька,Мелітопольський,сільська,47.166019,35.323101,12,155.8,3310,0,NA,NA,141.461179285238,467.708437836346,NA,0,0,1,32.3,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080230000097340,Приазовська,Запорізька,Мелітопольський,селищна,46.73,35.63896,18,570.7,11906,0.52872501259869,NA,1,108.889261217728,469.631573347119,3,0,0,1,17.2,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080250000043914,Семенівська,Запорізька,Мелітопольський,сільська,46.894451,35.416489,21,591.9,9191,0,NA,NA,117.643700606509,460.936585166541,NA,0,0,1,42.6,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080270000086363,Терпіннівська,Запорізька,Мелітопольський,сільська,46.975765,35.421688,19,367.5,8990,0,NA,NA,125.659737445984,465.030608348371,NA,0,0,1,49.0,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080290000096336,Чкаловська,Запорізька,Мелітопольський,сільська,47.06955,34.71302,10,265.4,3084,0,NA,NA,115.325578302154,422.069738958373,NA,0,0,1,39.6,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23080310000097001,Якимівська,Запорізька,Мелітопольський,селищна,46.69636,35.15522,36,1242.2,25004,0.442689169732843,NA,1,88.6939858850893,433.976105463282,6,0,0,1,28.1,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100010000094236,Більмацька,Запорізька,Пологівський,селищна,47.3624,36.65108,22,641.3,11195,0.567932112550246,NA,NA,93.2517632205937,567.424805877413,1,0,0,0,51.7,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100030000016840,Воздвижівська,Запорізька,Пологівський,сільська,47.747269,36.079788,13,246.2,2693,0,NA,NA,153.797153361007,548.853758754589,NA,0,0,1,5.6,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100050000041545,Воскресенська,Запорізька,Пологівський,сільська,47.474331,36.35342,4,264.9,5242,0,NA,NA,117.680424903942,552.46821735935,4,0,0,1,24.3,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100070000026535,Гуляйпільська,Запорізька,Пологівський,міська,47.6655382,36.2656849,32,677.3,18506,0.747757484059224,NA,NA,137.637994094401,556.471711220856,7,0,0,1,7.2,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100090000029171,Комиш-Зорянська,Запорізька,Пологівський,селищна,47.32944,36.70292,10,371.1,5850,0.357264957264957,NA,NA,87.9075931461844,569.520150468544,7,1,0,1,58.6,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100110000028240,Малинівська,Запорізька,Пологівський,сільська,47.671391,36.476318,13,377.6,3133,0,NA,NA,127.308330929442,570.668360014529,NA,0,0,1,15.2,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100130000058758,Малотокмачанська,Запорізька,Пологівський,сільська,47.532688,35.896801,4,174.3,2930,0,NA,NA,147.777237364792,525.117904790451,NA,0,0,1,3.1,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100150000023366,Молочанська,Запорізька,Пологівський,міська,47.20653,35.59742,23,567.4,11540,0.528509532062392,NA,NA,149.926578373236,488.19939826008,10,1,0,1,32.8,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100170000031289,Оріхівська,Запорізька,Пологівський,міська,47.5691902,35.7789871,8,342.8,18155,0.765408978242908,NA,NA,157.284227340134,519.422963460445,4,1,0,1,9.3,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100190000020018,Пологівська,Запорізька,Пологівський,міська,47.4784803,36.2531412,23,804.9,28939,0.625833650091572,NA,NA,123.408294167122,545.938265666382,4,1,0,1,16.1,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100210000086911,Преображенська,Запорізька,Пологівський,сільська,47.583126,35.792824,15,366,5233,0,NA,NA,157.382617680038,521.097091063957,NA,0,0,1,10.9,False,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,0,0.6619,0.3324
UA23100230000021603,Розівська,Запорізька,Пологівський,селищна,47.3866992,37.0675861,28,610.5,7910,0.371554993678888,NA,NA,74.7103295228221,597.280307243681,NA,0,0,1,50.1,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100250000073490,Смирновська,Запорізька,Пологівський,сільська,47.2136817,36.5431264,8,324.3,3090,0,NA,NA,87.5876121817572,553.364911067975,NA,0,0,1,49.9,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100270000073418,Токмацька,Запорізька,Пологівський,міська,47.2557432,35.7021159,26,728.3,36013,0.821175686557632,NA,NA,144.683339065452,497.724484717524,91,1,0,1,25.9,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA23100290000069212,Федорівська,Запорізька,Пологівський,сільська,47.550541,36.54945,11,275,3212,0,NA,NA,113.753297030693,569.423146257697,NA,0,0,1,29.5,True,2026-09-09,2813,14944,2026-08-29,0.8,oblast_cascade,,DniproHES (Zaporizhzhia dam/HPP); Zaporizhzhia NPP,1,0.6619,0.3824
UA26020010000096556,Білоберізька,Івано-Франківська,Верховинський,сільська,48.1469,25.067711,17,353.8,8581,0,1,NA,385.976584786318,30.6338418225825,NA,0,0,0,515.6,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26020030000088465,Верховинська,Івано-Франківська,Верховинський,селищна,48.1538102,24.82793,20,407.2,19711,0.292882147024504,1,NA,381.125232453309,27.124737433919,1,0,0,0,532.8,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26020050000098694,Зеленська,Івано-Франківська,Верховинський,сільська,48.052479,24.74876,6,487.3,1903,0,1,NA,390.98188981761,14.5722440020437,NA,0,0,0,535.4,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040010000011271,Більшівцівська,Івано-Франківська,Івано-Франківський,селищна,49.18373,24.74602,16,152.4,7592,0.242755532139094,NA,NA,268.53041672929,135.179229209054,NA,0,0,0,581.6,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040030000091528,Богородчанська,Івано-Франківська,Івано-Франківський,селищна,48.8092602,24.5456201,17,255.8,28219,0.291789220029058,1,NA,305.524181002303,93.4502821757305,16,0,0,0,577.1,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040050000080752,Букачівська,Івано-Франківська,Івано-Франківський,селищна,49.2620345,24.4962275,13,139.3,4728,0.244500846023689,NA,NA,255.550245443145,118.030801866027,NA,1,0,0,601.7,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040070000065724,Бурштинська,Івано-Франківська,Івано-Франківський,міська,49.2516287,24.6341893,19,201.8,24008,0.613837054315228,NA,NA,259.084056518766,127.792582466265,5,1,0,0,592.3,False,2026-09-09,3,32,2026-08-29,2,hosts_facility,Burshtynska TPP,Burshtynska TPP,0,0.0012,0.5002
UA26040090000025932,Галицька,Івано-Франківська,Івано-Франківський,міська,49.123317,24.7299495,26,244.4,19475,0.312503209242619,NA,NA,274.677097520786,128.901781787515,4,1,0,0,579.6,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040110000023512,Дзвиняцька,Івано-Франківська,Івано-Франківський,сільська,48.743591,24.42226,5,80,8241,0,1,NA,311.046918708181,85.9830422283086,NA,0,0,0,582.7,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040130000010870,Дубовецька,Івано-Франківська,Івано-Франківський,сільська,49.085541,24.778629,15,172.2,7264,0,NA,NA,279.679568590628,125.111530381593,1,0,0,0,574.5,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040150000053322,Єзупільська,Івано-Франківська,Івано-Франківський,селищна,49.0416938,24.7802375,5,86.2,7421,0.37097426222881,NA,NA,284.403185203837,120.290820975341,NA,0,0,0,572.2,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040170000097347,Загвіздянська,Івано-Франківська,Івано-Франківський,сільська,48.92363,24.665743,2,31.3,5728,0,NA,NA,295.005704350883,106.391576168015,1,0,0,0,574.2,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040190000081578,Івано-Франківська,Івано-Франківська,Івано-Франківський,міська,48.9225224,24.7103188,19,263.8,287550,0.828363762823857,NA,NA,295.902255045159,106.539898386202,350,1,0,0,571.2,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040210000094444,Лисецька,Івано-Франківська,Івано-Франківський,селищна,48.87028,24.61075,4,81.3,7304,0.398411829134721,NA,NA,299.879091904595,100.267197401961,NA,0,0,0,575.4,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040230000035526,Обертинська,Івано-Франківська,Івано-Франківський,селищна,48.6983959,25.1712272,9,161.3,8841,0.330279380160615,NA,NA,329.289384213955,87.8002713775588,NA,0,0,0,530.2,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040250000061081,Олешанська,Івано-Франківська,Івано-Франківський,сільська,48.834229,25.13191,15,156.2,8741,0,NA,NA,314.05404481609,103.145333030155,NA,0,0,0,539.1,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040270000047749,Рогатинська,Івано-Франківська,Івано-Франківський,міська,49.4092703,24.6105811,72,632.6,31211,0.240972733971997,NA,NA,241.722401936367,119.842441407717,12,0,0,0,602.1,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040290000025886,Солотвинська,Івано-Франківська,Івано-Франківський,селищна,48.7054933,24.4235647,14,374.6,25848,0.142835035592696,1,NA,315.239839734732,81.7459332623349,NA,0,0,0,581.1,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040310000066064,Старобогородчанська,Івано-Франківська,Івано-Франківський,сільська,48.829906,24.5278225,5,84.1,5886,0,1,NA,303.016329907159,95.7770629646698,1,0,0,0,579.2,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040330000019235,Тисменицька,Івано-Франківська,Івано-Франківський,міська,48.9018102,24.8484719,19,246.3,28241,0.317198399490103,NA,NA,300.724928250312,105.750768524673,11,0,0,0,561.1,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040350000024417,Тлумацька,Івано-Франківська,Івано-Франківський,міська,48.8665866,25.0011978,35,363.5,27245,0.318920902917967,NA,NA,307.664243586382,104.744357176298,24,0,0,0,549.3,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040370000057019,Угринівська,Івано-Франківська,Івано-Франківський,сільська,48.959202,24.68594,2,17.9,3343,0,NA,NA,291.513730405937,110.444494135012,3,0,0,0,574.5,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26040390000023006,Ямницька,Івано-Франківська,Івано-Франківський,сільська,48.990276,24.708786,7,128,9218,0,NA,NA,288.572913062837,114.029116387165,NA,0,0,0,574.5,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060010000037638,Болехівська,Івано-Франківська,Калуський,міська,49.0663203,23.8598949,11,287,19501,0.526075585867391,1,NA,270.832982541447,70.5087208688809,1,1,0,0,634.4,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060030000011364,Брошнів-Осадська,Івано-Франківська,Калуський,селищна,48.9958991,24.1858656,5,88.5,11039,0.490895914485008,1,NA,280.738793350213,94.2530358303194,3,0,0,0,609.5,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060050000042523,Верхнянська,Івано-Франківська,Калуський,сільська,49.097856,24.3006429,12,139.9,10100,0,NA,NA,270.728592429958,102.506739409204,NA,0,0,0,606.5,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060070000011203,Вигодська,Івано-Франківська,Калуський,селищна,48.9349502,23.9126266,17,797.6,18028,0.125194142445085,1,NA,285.627244273961,74.8961653890924,NA,0,0,0,625.3,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060090000054411,Витвицька,Івано-Франківська,Калуський,сільська,48.99128,23.85424,9,154.4,5689,0,1,NA,279.148170715294,70.0982669053182,NA,0,0,0,631.6,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060110000025739,Войнилівська,Івано-Франківська,Калуський,селищна,49.1303725,24.4995375,16,163.4,10277,0.253089422983361,NA,NA,269.889740304699,117.016250032025,2,0,0,0,594.9,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060130000047466,Долинська,Івано-Франківська,Калуський,міська,48.9782308,23.9789588,22,351.6,48009,0.425274427711471,1,NA,281.153604809022,79.2647568498291,45,0,0,0,622.6,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060150000074921,Дубівська,Івано-Франківська,Калуський,сільська,48.848362,24.160015,11,91.9,6888,0,1,NA,296.795236337919,94.3400901684348,NA,0,0,0,604.9,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060170000091466,Калуська,Івано-Франківська,Калуський,міська,49.028894,24.3613198,17,265.5,87203,0.746396339575473,NA,NA,279.026661076332,106.991108856451,32,1,0,0,599.3,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060190000099075,Новицька,Івано-Франківська,Калуський,сільська,48.954788,24.334322,10,140.9,13798,0,NA,NA,286.824853921328,105.323556765104,1,0,0,0,597.7,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060210000091421,Перегінська,Івано-Франківська,Калуський,селищна,48.8115525,24.1938558,16,668.6,23587,0.537626658752703,1,NA,301.151322336914,94.8501044689836,0,0,0,0,601.1,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060230000053464,Рожнятівська,Івано-Франківська,Калуський,селищна,48.9402225,24.1580976,10,179.1,19998,0.193669366936694,1,NA,286.633894157555,92.6441092220299,2,1,0,0,608.9,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26060250000064599,Спаська,Івано-Франківська,Калуський,сільська,48.8888154,24.0625108,6,234.3,5750,0,1,NA,291.579054541402,86.4979759686669,1,0,0,0,613.2,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26080010000036750,Гвіздецька,Івано-Франківська,Коломийський,селищна,48.5787681,25.281836,8,65.7,7039,0.260122176445518,NA,NA,344.490501986154,73.5268890143211,1,1,0,0,517.4,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26080030000014307,Городенківська,Івано-Франківська,Коломийський,міська,48.6720598,25.4952722,40,615.4,43620,0.202017423200367,NA,NA,340.210425888896,80.9988844853523,4,0,0,0,507.3,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26080050000081474,Заболотівська,Івано-Франківська,Коломийський,селищна,48.466829,25.2830554,20,213.6,19542,0.200286562276123,NA,NA,356.319131736794,61.2358992978254,1,1,0,0,512.5,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26080070000092582,Коломийська,Івано-Франківська,Коломийський,міська,48.5259211,25.0380538,11,182.5,74019,0.821694429808563,NA,NA,344.731219050659,70.8161381923016,320,1,0,0,531.7,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26080090000095729,Коршівська,Івано-Франківська,Коломийський,сільська,48.66016,25.018961,8,131,8174,0,NA,NA,330.004308638808,83.6392792975104,NA,0,0,0,538.7,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
UA26080110000076323,Матеївецька,Івано-Франківська,Коломийський,сільська,48.503502,25.1644023,17,104.1,7924,0,1,NA,349.773941497271,66.4132379798088,NA,0,0,0,522.2,False,2026-09-09,3,32,2026-08-29,0.8,oblast_cascade,,Burshtynska TPP,0,0.0012,0.2002
